C1	C2	C3	C4	path	path
NC_002655.1_2282949_2330172_CP933P	NC_002655.1_2116354_2165694_CP933R	34	34	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002655.1_2743223_2788348_CP933U	44	44	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002655.1_2966382_3015014_CP933V	52	52	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002695.1_1161091_1210740_Sp4	42	42	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002695.1_1541470_1589892_Sp6	52	52	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002695.1_1541470_1589892_Sp6.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002695.1_1757506_1815680_Sp9	77	77	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002695.1_1921414_1972525_Sp10	65	65	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002695.1_2158174_2203951_Sp11	38	38	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002695.1_2203952_2250093_Sp12	83	83	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002695.1_2668007_2712035_Sp14	43	43	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002655.1_2743223_2788348_CP933U	CP001969_1432810_1479128	39	39	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/CP001969_1432810_1479128.fna
NC_002655.1_2743223_2788348_CP933U	CP001969_2105363_2183106	33	33	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/CP001969_2105363_2183106.fna
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1251828_1295458_CP933M	45	45	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_1849488_1927638_CP933O	70	70	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2116354_2165694_CP933R	39	39	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002655.1_2282949_2330172_CP933P	46	46	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1161091_1210740_Sp4	48	48	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1757506_1815680_Sp9	39	39	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_1921414_1972525_Sp10	32	32	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_2158174_2203951_Sp11	54	54	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_2203952_2250093_Sp12	42	42	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_2668007_2712035_Sp14	75	75	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002655.1_2743223_2788348_CP933U	NC_002695.1_2895926_2943804_Sp15	54	54	sequences/NC_002655.1_2743223_2788348_CP933U.fasta	sequences/NC_002695.1_2895926_2943804_Sp15.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002655.1_1251828_1295458_CP933M	46	46	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002655.1_1330857_1391923_BP933W	32	32	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002655.1_1330857_1391923_BP933W.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002655.1_1626722_1669479_CP933N	33	33	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002655.1_1626722_1669479_CP933N.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002655.1_2282949_2330172_CP933P	50	50	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002695.1_1541470_1589892_Sp6	41	41	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002695.1_1541470_1589892_Sp6.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002695.1_1757506_1815680_Sp9	47	47	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002695.1_1921414_1972525_Sp10	53	53	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002695.1_2203952_2250093_Sp12	50	50	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_2966382_3015014_CP933V	NC_002695.1_2895926_2943804_Sp15	68	68	sequences/NC_002655.1_2966382_3015014_CP933V.fasta	sequences/NC_002695.1_2895926_2943804_Sp15.fasta
NC_002655.1_300073_323112_CP933HI	NC_002695.1_300041_310626_Sp1	46	46	sequences/NC_002655.1_300073_323112_CP933HI.fasta	sequences/NC_002695.1_300041_310626_Sp1.fasta
NC_002655.1_300073_323112_CP933HI	NC_002695.1_310627_323513_Sp2	54	54	sequences/NC_002655.1_300073_323112_CP933HI.fasta	sequences/NC_002695.1_310627_323513_Sp2.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002655.1_1849488_1927638_CP933O	44	44	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002655.1_2116354_2165694_CP933R	44	44	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002655.1_2743223_2788348_CP933U	41	41	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002695.1_1161091_1210740_Sp4	39	39	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002695.1_2203952_2250093_Sp12	41	41	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002695.1_2668007_2712035_Sp14	41	41	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002695.1_3475965_3500163_Sp17	99	99	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002695.1_3475965_3500163_Sp17.fasta
NC_002655.1_3550280_3558610_CP933Y	NC_002695.1_891123_929708_Sp3	30	30	sequences/NC_002655.1_3550280_3558610_CP933Y.fasta	sequences/NC_002695.1_891123_929708_Sp3.fasta
NC_002655.1_4648075_4694486_LEE	NC_002695.1_4580864_4624313_SpLE4	94	94	sequences/NC_002655.1_4648075_4694486_LEE.fasta	sequences/NC_002695.1_4580864_4624313_SpLE4.fasta
NC_002695.1_1161091_1210740_Sp4	CP001969_1284563_1331280	32	32	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/CP001969_1284563_1331280.fna
NC_002695.1_1161091_1210740_Sp4	CP001969_1432810_1479128	54	54	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/CP001969_1432810_1479128.fna
NC_002695.1_1161091_1210740_Sp4	CP001969_2105363_2183106	30	30	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/CP001969_2105363_2183106.fna
NC_002695.1_1161091_1210740_Sp4	NC_002655.1_1251828_1295458_CP933M	55	55	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002655.1_1849488_1927638_CP933O	73	73	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002655.1_2116354_2165694_CP933R	57	57	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002655.1_2282949_2330172_CP933P	40	40	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002655.1_2743223_2788348_CP933U	44	44	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002695.1_1757506_1815680_Sp9	37	37	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002695.1_2158174_2203951_Sp11	42	42	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002695.1_2203952_2250093_Sp12	40	40	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002695.1_1161091_1210740_Sp4	NC_002695.1_2668007_2712035_Sp14	63	63	sequences/NC_002695.1_1161091_1210740_Sp4.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002695.1_1246012_1308719_Sp5	NC_002655.1_1330857_1391923_BP933W	85	85	sequences/NC_002695.1_1246012_1308719_Sp5.fasta	sequences/NC_002655.1_1330857_1391923_BP933W.fasta
NC_002695.1_1541470_1589892_Sp6	NC_002655.1_1251828_1295458_CP933M	47	47	sequences/NC_002695.1_1541470_1589892_Sp6.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002695.1_1541470_1589892_Sp6	NC_002655.1_1626722_1669479_CP933N	77	77	sequences/NC_002695.1_1541470_1589892_Sp6.fasta	sequences/NC_002655.1_1626722_1669479_CP933N.fasta
NC_002695.1_1541470_1589892_Sp6	NC_002655.1_2282949_2330172_CP933P	50	50	sequences/NC_002695.1_1541470_1589892_Sp6.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002695.1_1541470_1589892_Sp6	NC_002655.1_2966382_3015014_CP933V	41	41	sequences/NC_002695.1_1541470_1589892_Sp6.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002695.1_1541470_1589892_Sp6	NC_002695.1_1757506_1815680_Sp9	47	47	sequences/NC_002695.1_1541470_1589892_Sp6.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002695.1_1541470_1589892_Sp6	NC_002695.1_1921414_1972525_Sp10	43	43	sequences/NC_002695.1_1541470_1589892_Sp6.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002695.1_1541470_1589892_Sp6	NC_002695.1_2203952_2250093_Sp12	50	50	sequences/NC_002695.1_1541470_1589892_Sp6.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002695.1_1594570_1610032_Sp7	NC_002655.1_1678706_1693737_CP933C	97	97	sequences/NC_002695.1_1594570_1610032_Sp7.fasta	sequences/NC_002655.1_1678706_1693737_CP933C.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002655.1_1251828_1295458_CP933M	50	50	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002655.1_1626722_1669479_CP933N	37	37	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002655.1_1626722_1669479_CP933N.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002655.1_1849488_1927638_CP933O	53	53	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002655.1_2282949_2330172_CP933P	62	62	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002655.1_2743223_2788348_CP933U	31	30	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002655.1_2966382_3015014_CP933V	39	39	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002695.1_1161091_1210740_Sp4	32	32	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002695.1_1541470_1589892_Sp6	39	39	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002695.1_1541470_1589892_Sp6.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002695.1_1921414_1972525_Sp10	48	48	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002695.1_1757506_1815680_Sp9	NC_002695.1_2203952_2250093_Sp12	56	55	sequences/NC_002695.1_1757506_1815680_Sp9.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002655.1_1251828_1295458_CP933M	54	54	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002655.1_1626722_1669479_CP933N	38	38	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002655.1_1626722_1669479_CP933N.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002655.1_1849488_1927638_CP933O	32	32	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002655.1_2116354_2165694_CP933R	68	68	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002655.1_2282949_2330172_CP933P	60	60	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002655.1_2966382_3015014_CP933V	51	51	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002695.1_1541470_1589892_Sp6	41	41	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002695.1_1541470_1589892_Sp6.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002695.1_1757506_1815680_Sp9	55	55	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002695.1_2158174_2203951_Sp11	34	34	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002695.1_1921414_1972525_Sp10	NC_002695.1_2203952_2250093_Sp12	59	59	sequences/NC_002695.1_1921414_1972525_Sp10.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002695.1_2158174_2203951_Sp11	CP001969_1432810_1479128	40	40	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/CP001969_1432810_1479128.fna
NC_002695.1_2158174_2203951_Sp11	CP001969_558406_615433	38	38	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/CP001969_558406_615433.fna
NC_002695.1_2158174_2203951_Sp11	NC_002655.1_1251828_1295458_CP933M	39	39	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002655.1_1702185_1752784_CP933X	32	32	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002655.1_1702185_1752784_CP933X.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002655.1_1849488_1927638_CP933O	69	69	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002655.1_2116354_2165694_CP933R	47	47	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002655.1_2282949_2330172_CP933P	39	39	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002655.1_2743223_2788348_CP933U	53	53	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002695.1_1161091_1210740_Sp4	45	45	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002695.1_1757506_1815680_Sp9	36	36	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002695.1_1921414_1972525_Sp10	38	38	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002695.1_2203952_2250093_Sp12	39	39	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002695.1_2668007_2712035_Sp14	52	52	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002695.1_2158174_2203951_Sp11	NC_002695.1_2895926_2943804_Sp15	32	32	sequences/NC_002695.1_2158174_2203951_Sp11.fasta	sequences/NC_002695.1_2895926_2943804_Sp15.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_1251828_1295458_CP933M	67	67	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_1626722_1669479_CP933N	47	47	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_1626722_1669479_CP933N.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_1702185_1752784_CP933X	32	32	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_1702185_1752784_CP933X.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_1849488_1927638_CP933O	53	53	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_2116354_2165694_CP933R	37	37	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_2282949_2330172_CP933P	85	85	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_2743223_2788348_CP933U	41	41	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002655.1_2966382_3015014_CP933V	54	53	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002695.1_1161091_1210740_Sp4	43	43	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002695.1_1541470_1589892_Sp6	53	52	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002695.1_1541470_1589892_Sp6.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002695.1_1757506_1815680_Sp9	70	70	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002695.1_1921414_1972525_Sp10	66	66	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002695.1_2158174_2203951_Sp11	39	39	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002695.1_2203952_2250093_Sp12	NC_002695.1_2668007_2712035_Sp14	40	40	sequences/NC_002695.1_2203952_2250093_Sp12.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002695.1_2668007_2712035_Sp14	CP001969_1284563_1331280	35	35	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/CP001969_1284563_1331280.fna
NC_002695.1_2668007_2712035_Sp14	CP001969_1432810_1479128	56	56	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/CP001969_1432810_1479128.fna
NC_002695.1_2668007_2712035_Sp14	CP001969_2105363_2183106	31	31	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/CP001969_2105363_2183106.fna
NC_002695.1_2668007_2712035_Sp14	NC_002655.1_1251828_1295458_CP933M	44	44	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002655.1_1849488_1927638_CP933O	79	79	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002655.1_2116354_2165694_CP933R	63	63	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002655.1_2282949_2330172_CP933P	46	46	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002655.1_2743223_2788348_CP933U	77	77	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002695.1_1161091_1210740_Sp4	71	71	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002695.1_1757506_1815680_Sp9	38	38	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002695.1_1921414_1972525_Sp10	31	31	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002695.1_2158174_2203951_Sp11	54	54	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002695.1_2203952_2250093_Sp12	42	42	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002695.1_2668007_2712035_Sp14	NC_002695.1_2895926_2943804_Sp15	30	30	sequences/NC_002695.1_2668007_2712035_Sp14.fasta	sequences/NC_002695.1_2895926_2943804_Sp15.fasta
NC_002695.1_2738079_2751537_SpLE2	NC_000913.1_2064181_2077053_CP4-44	33	33	sequences/NC_002695.1_2738079_2751537_SpLE2.fasta	sequences/NC_000913.1_2064181_2077053_CP4-44.fasta
NC_002695.1_2738079_2751537_SpLE2	NC_002695.1_1370456_1456704_SpLE1	57	57	sequences/NC_002695.1_2738079_2751537_SpLE2.fasta	sequences/NC_002695.1_1370456_1456704_SpLE1.fasta
NC_002695.1_2895926_2943804_Sp15	CP001969_1284563_1331280	32	32	sequences/NC_002695.1_2895926_2943804_Sp15.fasta	sequences/CP001969_1284563_1331280.fna
NC_002695.1_2895926_2943804_Sp15	NC_002655.1_1330857_1391923_BP933W	33	33	sequences/NC_002695.1_2895926_2943804_Sp15.fasta	sequences/NC_002655.1_1330857_1391923_BP933W.fasta
NC_002695.1_2895926_2943804_Sp15	NC_002655.1_1849488_1927638_CP933O	41	41	sequences/NC_002695.1_2895926_2943804_Sp15.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002695.1_2895926_2943804_Sp15	NC_002655.1_2743223_2788348_CP933U	51	51	sequences/NC_002695.1_2895926_2943804_Sp15.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002695.1_2895926_2943804_Sp15	NC_002655.1_2966382_3015014_CP933V	69	69	sequences/NC_002695.1_2895926_2943804_Sp15.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002695.1_2895926_2943804_Sp15	NC_002695.1_1246012_1308719_Sp5	32	32	sequences/NC_002695.1_2895926_2943804_Sp15.fasta	sequences/NC_002695.1_1246012_1308719_Sp5.fasta
NC_002695.1_2895926_2943804_Sp15	NC_002695.1_2158174_2203951_Sp11	31	31	sequences/NC_002695.1_2895926_2943804_Sp15.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002695.1_300041_310626_Sp1	NC_002655.1_300073_323112_CP933HI	99	99	sequences/NC_002695.1_300041_310626_Sp1.fasta	sequences/NC_002655.1_300073_323112_CP933HI.fasta
