qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CP001969.1	CP001969.1	100.000	36	0	0	4995468	4995503	4640252	4640287	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	280217	280252	4640253	4640288	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	291112	291147	4640253	4640288	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	1114449	1114484	4640253	4640288	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4426020	4426055	4640253	4640288	5.18e-07	67.6
CP001969.1	CP001969.1	81.176	85	15	1	276591	276675	4648112	4648195	5.18e-07	67.6
CP001969.1	CP001969.1	93.478	46	2	1	2439016	2439061	4648198	4648154	5.18e-07	67.6
CP001969.1	CP001969.1	95.349	43	1	1	4492637	4492678	4648201	4648159	5.18e-07	67.6
CP001969.1	CP001969.1	97.436	39	1	0	3634188	3634226	4648198	4648160	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3966703	3966738	4648199	4648164	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	276544	276579	4652483	4652518	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3972603	3972638	4652483	4652518	5.18e-07	67.6
CP001969.1	CP001969.1	81.818	88	8	4	279276	279362	4706982	4707062	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	9891	9926	4706982	4707017	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	220790	220825	4706982	4707017	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4534228	4534263	4707017	4706982	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	630963	630998	4706982	4707017	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3471195	3471230	4707017	4706982	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3154558	3154593	4707017	4706982	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	2017306	2017341	4707017	4706982	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	1663081	1663116	4707017	4706982	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4995468	4995503	4706982	4707017	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	291112	291147	4706983	4707018	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3669949	3669984	4717554	4717589	5.18e-07	67.6
CP001969.1	CP001969.1	97.500	40	0	1	5007527	5007565	4752373	4752412	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4142988	4143023	4752408	4752373	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	2439015	2439050	4752373	4752408	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	1222711	1222746	4752408	4752373	5.18e-07	67.6
CP001969.1	CP001969.1	89.286	56	2	4	3972584	3972637	4752427	4752374	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4534228	4534263	4888534	4888499	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4357111	4357146	4888534	4888499	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4252052	4252087	4888534	4888499	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3154558	3154593	4888534	4888499	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	2017306	2017341	4888534	4888499	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3147250	3147285	4888499	4888534	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4151831	4151866	4888499	4888534	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	1222710	1222745	4891805	4891840	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3634188	3634223	4891840	4891805	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	2439016	2439051	4891840	4891805	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3432314	3432349	4891841	4891806	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	383497	383532	4995468	4995503	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3147250	3147285	4995468	4995503	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	3503507	3503542	4995468	4995503	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4151831	4151866	4995468	4995503	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4640252	4640287	4995468	4995503	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	4706982	4707017	4995468	4995503	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	2334145	2334180	4995469	4995504	5.18e-07	67.6
CP001969.1	CP001969.1	95.349	43	1	1	2531352	2531393	5007523	5007565	5.18e-07	67.6
CP001969.1	CP001969.1	97.436	39	1	0	805720	805758	5007563	5007525	5.18e-07	67.6
CP001969.1	CP001969.1	97.500	40	0	1	4752373	4752412	5007527	5007565	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	2439015	2439050	5007527	5007562	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	1222711	1222746	5007562	5007527	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	276543	276578	5007563	5007528	5.18e-07	67.6
CP001969.1	CP001969.1	77.686	121	20	4	3147171	3147285	5080860	5080979	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	291111	291146	5080944	5080979	5.18e-07	67.6
CP001969.1	CP001969.1	93.333	45	3	0	220791	220835	5080945	5080989	5.18e-07	67.6
CP001969.1	CP001969.1	97.500	40	0	1	4534223	4534262	5080983	5080945	5.18e-07	67.6
CP001969.1	CP001969.1	100.000	36	0	0	2017305	2017340	5080980	5080945	5.18e-07	67.6
CP001969.1	CP001969.1	95.238	42	2	0	3200660	3200701	5080993	5081034	5.18e-07	67.6
CP001969.1	CP001969.1	95.122	41	2	0	3584101	3584141	9926	9886	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280217	280251	9892	9926	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	414780	414814	9892	9926	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1114449	1114483	9892	9926	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	9892	9926	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	9892	9926	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5080945	5080979	9892	9926	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	4054096	4054133	37366	37329	1.86e-06	65.8
CP001969.1	CP001969.1	76.978	139	17	8	373486	373621	68566	68440	1.86e-06	65.8
CP001969.1	CP001969.1	95.122	41	2	0	4744493	4744533	135485	135445	1.86e-06	65.8
CP001969.1	CP001969.1	95.122	41	2	0	4648159	4648199	135487	135447	1.86e-06	65.8
CP001969.1	CP001969.1	95.238	42	1	1	2439016	2439057	135448	135488	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280217	280251	220791	220825	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	414780	414814	220791	220825	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1114449	1114483	220791	220825	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3584101	3584135	220825	220791	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	220791	220825	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	220791	220825	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	355020	355054	220825	220791	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1222711	1222745	276544	276578	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3634188	3634222	276578	276544	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2439016	2439050	276578	276544	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4744496	4744530	276544	276578	1.86e-06	65.8
CP001969.1	CP001969.1	97.436	39	0	1	291107	291145	279273	279310	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3471196	3471230	279310	279276	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3147250	3147284	279276	279310	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4151831	4151865	279276	279310	1.86e-06	65.8
CP001969.1	CP001969.1	93.182	44	3	0	4151822	4151865	280008	280051	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	291111	291145	280017	280051	1.86e-06	65.8
CP001969.1	CP001969.1	88.679	53	6	0	838576	838628	280070	280018	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	291111	291145	280117	280151	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	3471195	3471232	280251	280214	1.86e-06	65.8
CP001969.1	CP001969.1	87.719	57	6	1	383498	383554	280217	280272	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	9892	9926	280217	280251	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	220791	220825	280217	280251	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4534228	4534262	280251	280217	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	630964	630998	280217	280251	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3154558	3154592	280251	280217	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1663081	1663115	280251	280217	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	280217	280251	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	838594	838628	280251	280217	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4888500	4888534	280217	280251	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4995469	4995503	280217	280251	1.86e-06	65.8
CP001969.1	CP001969.1	97.436	39	0	1	279273	279310	291107	291145	1.86e-06	65.8
CP001969.1	CP001969.1	97.436	39	0	1	4995466	4995503	291108	291146	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280017	280051	291111	291145	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280117	280151	291111	291145	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	383498	383532	291112	291146	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3471195	3471229	291146	291112	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3154558	3154592	291146	291112	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	291112	291146	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4888500	4888534	291112	291146	1.86e-06	65.8
CP001969.1	CP001969.1	97.436	39	0	1	4252048	4252086	355017	355054	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4888500	4888534	355054	355020	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4640253	4640287	355054	355020	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	838594	838628	355020	355054	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	355054	355020	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3503508	3503542	355054	355020	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3147251	3147285	355054	355020	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3154558	3154592	355020	355054	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1114449	1114483	355054	355020	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4357111	4357145	355020	355054	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4534228	4534262	355020	355054	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	220791	220825	355054	355020	1.86e-06	65.8
CP001969.1	CP001969.1	77.444	133	15	8	68446	68566	373615	373486	1.86e-06	65.8
CP001969.1	CP001969.1	79.808	104	10	9	2519459	2519561	373526	373619	1.86e-06	65.8
CP001969.1	CP001969.1	87.719	57	6	1	280217	280272	383498	383554	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	291112	291146	383498	383532	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	383498	383532	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	838594	838628	383532	383498	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	1647834	1647871	383633	383596	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5007528	5007562	383633	383599	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4752374	4752408	383633	383599	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	805721	805755	383599	383633	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3432315	3432349	383633	383599	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	3471195	3471232	414814	414777	1.86e-06	65.8
CP001969.1	CP001969.1	90.196	51	4	1	630964	631013	414780	414830	1.86e-06	65.8
CP001969.1	CP001969.1	90.196	51	4	1	4995469	4995518	414780	414830	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	9892	9926	414780	414814	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	220791	220825	414780	414814	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4534228	4534262	414814	414780	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3154558	3154592	414814	414780	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2017306	2017340	414814	414780	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1663081	1663115	414814	414780	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	414780	414814	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	838594	838628	414814	414780	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4888500	4888534	414780	414814	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2501110	2501144	504757	504791	1.86e-06	65.8
CP001969.1	CP001969.1	81.818	77	14	0	3118376	3118452	504763	504839	1.86e-06	65.8
CP001969.1	CP001969.1	90.196	51	4	1	414780	414830	630964	631013	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280217	280251	630964	630998	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1114449	1114483	630964	630998	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3584101	3584135	630998	630964	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	630964	630998	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	630964	630998	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5080945	5080979	630964	630998	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4752374	4752408	805755	805721	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	383599	383633	805721	805755	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3966704	3966738	805755	805721	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1222711	1222745	805721	805755	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3432315	3432349	805755	805721	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2439016	2439050	805755	805721	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3972603	3972637	805721	805755	1.86e-06	65.8
CP001969.1	CP001969.1	93.333	45	2	1	2554846	2554889	836981	836937	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	5007527	5007564	836945	836982	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	4648161	4648198	836983	836946	1.86e-06	65.8
CP001969.1	CP001969.1	87.931	58	3	4	383498	383553	838628	838573	1.86e-06	65.8
CP001969.1	CP001969.1	87.500	56	7	0	280018	280073	838628	838573	1.86e-06	65.8
CP001969.1	CP001969.1	80.808	99	6	7	4151781	4151866	838692	838594	1.86e-06	65.8
CP001969.1	CP001969.1	97.436	39	0	1	3584101	3584139	838594	838631	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	355020	355054	838594	838628	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4706983	4707017	838628	838594	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4640253	4640287	838628	838594	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	838628	838594	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3147251	3147285	838628	838594	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2334145	2334179	838628	838594	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3471195	3471229	838594	838628	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4357111	4357145	838594	838628	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	414780	414814	838628	838594	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280217	280251	838628	838594	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	1255510	1255547	1094089	1094126	1.86e-06	65.8
CP001969.1	CP001969.1	85.075	67	6	4	355020	355085	1114483	1114420	1.86e-06	65.8
CP001969.1	CP001969.1	93.333	45	2	1	4995459	4995503	1114440	1114483	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	9892	9926	1114449	1114483	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	220791	220825	1114449	1114483	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	630964	630998	1114449	1114483	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3471195	3471229	1114483	1114449	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3154558	3154592	1114483	1114449	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1663081	1663115	1114483	1114449	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4888500	4888534	1114449	1114483	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	276544	276578	1222711	1222745	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	805721	805755	1222711	1222745	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3432315	3432349	1222745	1222711	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2970476	2970510	1222745	1222711	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4648164	4648198	1222711	1222745	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4652483	4652517	1222711	1222745	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	1094089	1094126	1255510	1255547	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	383596	383633	1647871	1647834	1.86e-06	65.8
CP001969.1	CP001969.1	93.182	44	3	0	4156307	4156350	1663115	1663072	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5080945	5080979	1663115	1663081	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	1663115	1663081	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3584101	3584135	1663081	1663115	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1114449	1114483	1663115	1663081	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	414780	414814	1663115	1663081	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280217	280251	1663115	1663081	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	2017340	2017306	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	2017340	2017306	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2334145	2334179	2017340	2017306	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3584101	3584135	2017306	2017340	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	414780	414814	2017340	2017306	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4534228	4534262	2334179	2334145	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4252052	4252086	2334179	2334145	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3154558	3154592	2334179	2334145	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2017306	2017340	2334179	2334145	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3147251	3147285	2334145	2334179	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4151832	4151866	2334145	2334179	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	2334145	2334179	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	838594	838628	2334179	2334145	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	4425877	4425914	2334185	2334222	1.86e-06	65.8
CP001969.1	CP001969.1	93.333	45	1	2	3432305	3432349	2439008	2439050	1.86e-06	65.8
CP001969.1	CP001969.1	95.238	42	1	1	4652483	4652524	2439050	2439010	1.86e-06	65.8
CP001969.1	CP001969.1	95.238	42	1	1	135448	135488	2439016	2439057	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	4492640	4492677	2439016	2439053	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2970476	2970510	2439016	2439050	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	805721	805755	2439050	2439016	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	276544	276578	2439050	2439016	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	504757	504791	2501110	2501144	1.86e-06	65.8
CP001969.1	CP001969.1	79.808	104	10	9	373526	373619	2519459	2519561	1.86e-06	65.8
CP001969.1	CP001969.1	93.333	45	2	1	836937	836981	2554889	2554846	1.86e-06	65.8
CP001969.1	CP001969.1	95.122	41	2	0	4752368	4752408	2554887	2554847	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	3412518	3412555	2862551	2862514	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5007528	5007562	2957200	2957166	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4752374	4752408	2957200	2957166	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4142988	4143022	2957166	2957200	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2439016	2439050	2970476	2970510	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1222711	1222745	2970510	2970476	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5007528	5007562	2970476	2970510	1.86e-06	65.8
CP001969.1	CP001969.1	81.818	77	14	0	504763	504839	3118376	3118452	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	279276	279310	3147250	3147284	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2334145	2334179	3147251	3147285	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	3147251	3147285	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	838594	838628	3147285	3147251	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	355020	355054	3147285	3147251	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	3409365	3409402	3154595	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5080945	5080979	3154592	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	355020	355054	3154558	3154592	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	3154592	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2334145	2334179	3154592	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3584101	3584135	3154558	3154592	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1114449	1114483	3154592	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	414780	414814	3154592	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	291112	291146	3154592	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280217	280251	3154592	3154558	1.86e-06	65.8
CP001969.1	CP001969.1	97.368	38	1	0	3154558	3154595	3409402	3409365	1.86e-06	65.8
CP001969.1	CP001969.1	93.182	44	3	0	2862514	2862557	3412555	3412512	1.86e-06	65.8
CP001969.1	CP001969.1	93.333	45	1	2	2439008	2439050	3432305	3432349	1.86e-06	65.8
CP001969.1	CP001969.1	85.075	67	7	3	4142957	4143022	3432379	3432315	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4744496	4744530	3432349	3432315	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3634188	3634222	3432315	3432349	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1222711	1222745	3432349	3432315	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	805721	805755	3432349	3432315	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	383599	383633	3432349	3432315	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	5080945	5080979	3471229	3471195	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4426020	4426054	3471229	3471195	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	838594	838628	3471195	3471229	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3584101	3584135	3471195	3471229	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1114449	1114483	3471229	3471195	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	414780	414814	3471229	3471195	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	291112	291146	3471229	3471195	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	280217	280251	3471229	3471195	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	279276	279310	3471230	3471196	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4156307	4156341	3503508	3503542	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	355020	355054	3503542	3503508	1.86e-06	65.8
CP001969.1	CP001969.1	95.238	42	1	1	4995469	4995509	3584135	3584094	1.86e-06	65.8
CP001969.1	CP001969.1	97.436	39	0	1	838594	838631	3584101	3584139	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	1663081	1663115	3584101	3584135	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	2017306	2017340	3584101	3584135	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3154558	3154592	3584101	3584135	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	3471195	3471229	3584101	3584135	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	630964	630998	3584135	3584101	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	4534228	4534262	3584101	3584135	1.86e-06	65.8
CP001969.1	CP001969.1	100.000	35	0	0	220791	220825	3584135	3584101	1.86e-06	65.8
