X14993.1	X14993.1	100	100
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	FQ312003.1	55	46
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002695.1_1618153_1665049.Sp8	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002655.1_1702185_1752784_CP933X	1	1
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_891123_929708_Sp3	1	0
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_2158174_2203951_Sp11	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
CP001969.1	NC_002695.1_1370456_1456704_SpLE1	1	1
